PDF File,Status,ROI,Signature_box,Error Message
204167.pdf,Success,"[368, 542, 0, 167]","[[436.2542724609375, 19.959373474121094, 517.9388427734375, 90.79196166992188]]",Processed successfully
204905.pdf,Success,"[334, 543, 0, 147]","[[367.50762939453125, 118.42475128173828, 507.3536071777344, 135.01629638671875]]",Processed successfully
206004.pdf,Success,"[450, 612, 0, 190]","[[450.719970703125, 134.3720703125, 502.2932434082031, 157.72247314453125]]",Processed successfully
206737.pdf,Success,"[380, 547, 0, 166]","[[400.3458251953125, 113.0394058227539, 510.8212585449219, 134.53579711914062], [517.7221069335938, 9.928474426269531, 537.9439086914062, 24.81550407409668]]",Processed successfully
206753.pdf,Success,"[365, 539, 0, 168]","[[372.841552734375, 114.08966827392578, 438.09466552734375, 138.11163330078125], [446.29095458984375, 108.30670928955078, 516.5355834960938, 133.8643035888672]]",Processed successfully
207848.pdf,Success,"[432, 612, 0, 190]","[[433.96856689453125, 128.1601104736328, 549.6980590820312, 178.8600311279297]]",Processed successfully
207911.pdf,Success,"[369, 542, 0, 168]","[[367.4088134765625, 4.404449939727783, 514.1107177734375, 97.45411682128906], [392.2543029785156, 100.93224334716797, 502.80169677734375, 141.1650848388672]]",Processed successfully
207979.pdf,Success,"[380, 551, 0, 170]","[[385.0663757324219, 115.97694396972656, 515.5489501953125, 144.6178741455078]]",Processed successfully
208365.pdf,Success,"[342, 543, 0, 150]","[[359.9621887207031, 121.34069061279297, 466.9507751464844, 136.9337158203125]]",Processed successfully
208789.pdf,Success,"[417, 544, 0, 168]","[[433.1119384765625, 107.3277359008789, 495.7179260253906, 128.49844360351562]]",Processed successfully
208917.pdf,Success,"[397, 543, 0, 169]","[[400.09002685546875, 120.47124481201172, 524.2814331054688, 143.4120635986328]]",Processed successfully
210980.pdf,Success,"[371, 543, 0, 166]","[[375.25567626953125, 113.70535278320312, 469.7802734375, 134.985595703125]]",Processed successfully
211643.pdf,Success,"[369, 541, 0, 148]","[[369.2989501953125, 101.84244537353516, 401.47442626953125, 121.5870361328125], [399.43023681640625, 100.0547866821289, 450.35833740234375, 118.70868682861328]]",Processed successfully
213661.pdf,Success,"[340, 544, 0, 150]","[[372.2748718261719, 121.95732879638672, 426.6683349609375, 141.36497497558594], [444.18359375, 121.53355407714844, 489.93804931640625, 135.5922088623047]]",Processed successfully
213849.pdf,Success,"[378, 542, 0, 168]","[[379.28387451171875, 117.07252502441406, 450.8645324707031, 138.61105346679688]]",Processed successfully
215061.pdf,Success,"[364, 542, 0, 169]","[[394.75958251953125, 104.81472778320312, 446.7311096191406, 167.49453735351562], [459.8660583496094, 132.55963134765625, 530.870361328125, 168.19174194335938]]",Processed successfully
215095.pdf,Success,"[376, 545, 0, 168]","[[376.9194641113281, 107.25076293945312, 456.04888916015625, 134.21539306640625]]",Processed successfully
215304.pdf,Success,"[340, 543, 0, 133]","[[513.7388305664062, 87.23759460449219, 543.0, 120.3089599609375]]",Processed successfully
215736.pdf,Success,"[365, 543, 0, 168]","[[390.7464599609375, 109.65338897705078, 495.4886779785156, 138.77955627441406]]",Processed successfully
216261.pdf,Success,"[362, 541, 0, 164]","[[375.31317138671875, 113.33436584472656, 491.05316162109375, 133.31651306152344], [411.6993408203125, 63.30368423461914, 532.0097045898438, 90.9219741821289], [412.83306884765625, 87.21376037597656, 481.6745300292969, 109.17882537841797]]",Processed successfully
217306.pdf,Success,"[373, 610, 0, 168]","[[402.8575439453125, 135.28094482421875, 552.5673217773438, 157.557373046875]]",Processed successfully
217500.pdf,Success,"[378, 544, 0, 166]","[[380.3462829589844, 112.10903930664062, 516.2749633789062, 139.26611328125]]",Processed successfully
218433.pdf,Success,"[368, 543, 0, 151]","[[365.5162658691406, 74.34754180908203, 508.08447265625, 122.10001373291016], [410.52069091796875, 137.3605499267578, 464.6872253417969, 151.0362091064453], [368.5189208984375, 122.65389251708984, 464.36590576171875, 149.0148468017578]]",Processed successfully
218441.pdf,Success,"[382, 542, 0, 151]","[[380.191650390625, 83.6556167602539, 506.6918029785156, 142.2839813232422], [409.8895263671875, 133.20069885253906, 461.5072021484375, 148.85968017578125]]",Processed successfully
218506.pdf,Success,"[363, 541, 0, 167]","[[374.48651123046875, 107.80668640136719, 502.3103332519531, 142.3887176513672]]",Processed successfully
219675.pdf,Success,"[366, 543, 0, 167]","[[365.896728515625, 106.65039825439453, 441.7931213378906, 137.79672241210938]]",Processed successfully
220286.pdf,Success,"[338, 545, 0, 146]","[[362.66192626953125, 120.8018569946289, 384.31048583984375, 132.8709259033203]]",Processed successfully
220765.pdf,Success,"[373, 548, 0, 166]","[[379.3683776855469, 110.5154037475586, 502.0604553222656, 131.96360778808594]]",Processed successfully
220820.pdf,Success,"[365, 542, 0, 167]","[[450.86492919921875, 123.56118774414062, 493.74652099609375, 138.98760986328125]]",Processed successfully
220935.pdf,Success,"[422, 548, 0, 167]","[[444.0697937011719, 17.988393783569336, 469.5694885253906, 43.43443298339844]]",Processed successfully
221826.pdf,Success,"[377, 545, 0, 167]","[[378.2506103515625, 113.61056518554688, 447.505859375, 133.9087677001953]]",Processed successfully
222848.pdf,Success,"[378, 543, 0, 168]","[[435.1497497558594, 50.434146881103516, 488.25872802734375, 92.55961608886719]]",Processed successfully
223674.pdf,Success,"[370, 544, 0, 167]","[[370.6692199707031, 156.1043243408203, 395.2154846191406, 167.80419921875], [426.0824279785156, 107.04109191894531, 505.146728515625, 131.1499481201172]]",Processed successfully
224727.pdf,Success,"[365, 543, 0, 167]","[[397.99383544921875, 108.37105560302734, 498.87677001953125, 131.98719787597656]]",Processed successfully
227089.pdf,Success,"[374, 543, 0, 165]","[[393.36285400390625, 79.76300048828125, 464.592041015625, 161.33016967773438]]",Processed successfully
228251.pdf,Success,"[366, 543, 0, 167]","[[365.42254638671875, 81.51024627685547, 457.804443359375, 155.56253051757812]]",Processed successfully
243078.pdf,Success,"[375, 547, 0, 168]","[[384.5440979003906, 114.08365631103516, 469.2723083496094, 134.47779846191406]]",Processed successfully
249527.pdf,Success,"[402, 612, 0, 171]","[[405.9317626953125, 106.26504516601562, 578.537841796875, 161.698486328125], [414.5534973144531, 152.309326171875, 506.8021240234375, 171.22683715820312]]",Processed successfully
249562.pdf,Success,"[365, 543, 0, 157]","[[393.25732421875, 86.48279571533203, 494.1474304199219, 130.84664916992188]]",Processed successfully
249802.pdf,Success,"[365, 542, 0, 167]","[[393.839599609375, 111.27256774902344, 491.6728515625, 141.12252807617188]]",Processed successfully
249804.pdf,Success,"[340, 543, 0, 146]","[[370.8251037597656, 112.15018463134766, 501.70831298828125, 136.59091186523438], [364.0902099609375, 19.1803035736084, 516.9859619140625, 127.43028259277344]]",Processed successfully
249940.pdf,Success,"[366, 544, 0, 166]","[[389.1264343261719, 103.78871154785156, 427.50933837890625, 137.8396453857422], [434.0677795410156, 95.67472076416016, 530.301025390625, 142.74807739257812]]",Processed successfully
249997.pdf,Success,"[342, 548, 0, 149]","[[414.8157958984375, 109.71171569824219, 478.60498046875, 135.67835998535156]]",Processed successfully
250299.pdf,Success,"[334, 543, 0, 145]","[[364.8426513671875, 14.359020233154297, 516.9808959960938, 134.8780975341797], [365.0362243652344, 104.1077880859375, 509.22088623046875, 136.34426879882812]]",Processed successfully
250403.pdf,Success,"[414, 542, 0, 168]","[[415.9689636230469, 118.06011962890625, 487.93170166015625, 137.35462951660156]]",Processed successfully
250433.pdf,Success,"[339, 542, 0, 147]","[[363.6855163574219, 106.35575103759766, 456.8050842285156, 136.89279174804688]]",Processed successfully
250471.pdf,Success,"[378, 543, 0, 167]","[[379.6466064453125, 109.836669921875, 486.552490234375, 134.43553161621094]]",Processed successfully
250489.pdf,Success,"[339, 542, 0, 149]","[[422.912841796875, 114.2546157836914, 496.4900817871094, 137.77679443359375], [368.26446533203125, 120.61953735351562, 413.79034423828125, 136.43997192382812]]",Processed successfully
250490.pdf,Success,"[341, 544, 0, 143]","[[354.0440979003906, 103.3945083618164, 528.5752563476562, 132.59922790527344]]",Processed successfully
250774.pdf,Success,"[368, 540, 0, 161]","[[376.0252990722656, 97.60608673095703, 510.74090576171875, 133.2733154296875], [507.6965637207031, 16.732091903686523, 528.8501586914062, 40.09171676635742]]",Processed successfully
250922.pdf,Success,"[336, 543, 0, 147]","[[432.7310485839844, 114.47857666015625, 524.0519409179688, 141.91891479492188], [402.279541015625, 54.895484924316406, 460.9808654785156, 86.04072570800781]]",Processed successfully
250977.pdf,Success,"[385, 612, 0, 166]","[[387.7544250488281, 112.83843231201172, 497.83148193359375, 135.55267333984375], [388.0612487792969, 150.31085205078125, 478.1561279296875, 166.63401794433594], [423.1701354980469, 153.1868133544922, 477.2957458496094, 166.34970092773438]]",Processed successfully
251041.pdf,Success,"[335, 543, 0, 145]","[[368.6410827636719, 118.26274108886719, 489.7138977050781, 134.8342742919922]]",Processed successfully
251075.pdf,Success,"[413, 610, 0, 167]","[[409.4912414550781, 108.98694610595703, 500.03082275390625, 133.6830291748047]]",Processed successfully
251179.pdf,Success,"[324, 543, 0, 146]","[[375.5543518066406, 115.11328887939453, 405.6792297363281, 141.78160095214844]]",Processed successfully
251269.pdf,Success,"[334, 544, 0, 146]","[[448.3851318359375, 111.8106918334961, 517.9659423828125, 141.94297790527344], [358.61859130859375, 108.6328353881836, 438.5252685546875, 136.2376251220703], [514.6426391601562, 9.529635429382324, 530.6660766601562, 24.76959991455078]]",Processed successfully
251351.pdf,Success,"[403, 543, 0, 169]","[[406.2579345703125, 117.58090209960938, 515.11474609375, 138.59701538085938]]",Processed successfully
251372.pdf,Success,"[364, 543, 0, 164]","[[376.3523864746094, 105.97579193115234, 511.388916015625, 161.93881225585938], [453.47369384765625, 120.92615509033203, 515.3411865234375, 165.58160400390625], [525.9453735351562, 153.59178161621094, 541.0987548828125, 164.3380584716797]]",Processed successfully
251439.pdf,Success,"[364, 543, 0, 162]","[[382.349853515625, 83.55318450927734, 487.69781494140625, 140.22406005859375], [363.979736328125, 141.24928283691406, 391.2561950683594, 163.0962371826172], [364.5352783203125, 137.02198791503906, 499.8704833984375, 162.3112030029297]]",Processed successfully
251624.pdf,Success,"[337, 543, 0, 146]","[[355.5534362792969, 103.93873596191406, 451.9859619140625, 137.21975708007812]]",Processed successfully
251732.pdf,Success,"[415, 544, 0, 167]","[[416.9847412109375, 116.24462890625, 517.4853515625, 138.99502563476562]]",Processed successfully
251894.pdf,Success,"[401, 543, 0, 166]","[[438.337890625, 105.88760375976562, 529.0803833007812, 136.32589721679688]]",Processed successfully
251906.pdf,Success,"[369, 612, 0, 168]","[[388.3822021484375, 136.3238983154297, 511.9816589355469, 154.95314025878906]]",Processed successfully
252020.pdf,Success,"[380, 542, 0, 164]","[[422.64007568359375, 96.44689178466797, 499.1773681640625, 134.24227905273438]]",Processed successfully
252092.pdf,Success,"[366, 544, 0, 166]","[[398.583740234375, 113.00676727294922, 465.1089782714844, 130.92373657226562], [393.11553955078125, 127.46387481689453, 470.980224609375, 142.52430725097656], [376.957275390625, 133.01336669921875, 482.51080322265625, 165.21104431152344]]",Processed successfully
252110.pdf,Success,"[371, 543, 0, 166]","[[369.9141540527344, 96.53535461425781, 408.5113830566406, 132.58160400390625], [372.3460998535156, 125.02727508544922, 504.2481384277344, 163.5760955810547]]",Processed successfully
252208.pdf,Success,"[378, 543, 0, 169]","[[377.5226135253906, 117.32538604736328, 392.9931335449219, 161.759033203125], [396.6409912109375, 110.31331634521484, 507.9884338378906, 140.3507843017578]]",Processed successfully
252249.pdf,Success,"[367, 543, 0, 163]","[[384.18389892578125, 98.20941162109375, 466.8852844238281, 135.3830108642578], [390.26446533203125, 130.67726135253906, 473.2883605957031, 163.7679443359375], [384.3085632324219, 114.78964233398438, 467.91461181640625, 156.85899353027344]]",Processed successfully
252252.pdf,Success,"[421, 543, 0, 167]","[[431.5702819824219, 116.69173431396484, 483.41168212890625, 137.14907836914062]]",Processed successfully
252341.pdf,Success,"[361, 543, 0, 165]","[[361.8568420410156, 146.31773376464844, 390.3300476074219, 165.2601318359375], [381.3189392089844, 108.59494018554688, 485.09259033203125, 135.43031311035156]]",Processed successfully
252501.pdf,Success,"[399, 612, 0, 171]","[[397.9197692871094, 119.00381469726562, 495.29998779296875, 171.12940979003906]]",Processed successfully
252607.pdf,Success,"[398, 612, 0, 169]","[[422.67242431640625, 95.21552276611328, 500.7568664550781, 146.55685424804688], [483.806884765625, 120.61042785644531, 512.7861938476562, 140.05850219726562], [428.2755432128906, 112.81450653076172, 512.6998291015625, 142.92263793945312]]",Processed successfully
252625.pdf,Success,"[359, 542, 0, 168]","[[390.48583984375, 119.08588409423828, 511.31298828125, 143.38211059570312]]",Processed successfully
252791.pdf,Success,"[334, 542, 0, 147]","[[368.22320556640625, 114.61066436767578, 446.91094970703125, 134.78895568847656]]",Processed successfully
252815.pdf,Success,"[370, 543, 0, 166]","[[375.47119140625, 104.10501861572266, 504.5105285644531, 133.85574340820312]]",Processed successfully
252868.pdf,Success,"[391, 542, 0, 165]","[[398.753662109375, 111.54364776611328, 489.125244140625, 133.99551391601562]]",Processed successfully
252888.pdf,Success,"[361, 542, 0, 163]","[[387.2679748535156, 112.77055358886719, 482.319580078125, 132.9409637451172]]",Processed successfully
252927.pdf,Success,"[382, 612, 0, 198]","[[426.0790710449219, 164.72442626953125, 489.1444091796875, 187.32997131347656]]",Processed successfully
253097.pdf,Success,"[330, 538, 0, 147]","[[410.3609619140625, 20.317684173583984, 513.9237060546875, 120.85260772705078]]",Processed successfully
253099.pdf,Success,"[363, 544, 0, 164]","[[403.1750183105469, 102.48599243164062, 460.635009765625, 133.2802276611328], [367.84600830078125, 146.1436004638672, 443.6654968261719, 164.23617553710938]]",Processed successfully
253458.pdf,Success,"[366, 610, 0, 166]","[[366.91912841796875, 112.53379821777344, 519.5637817382812, 138.723876953125]]",Processed successfully
253459.pdf,Success,"[392, 547, 0, 167]","[[416.05157470703125, 111.69755554199219, 506.8554382324219, 135.1023712158203]]",Processed successfully
253463.pdf,Success,"[365, 544, 0, 166]","[[419.997314453125, 111.67887878417969, 483.22125244140625, 142.74024963378906]]",Processed successfully
253657.pdf,Success,"[399, 612, 0, 169]","[[424.0632629394531, 108.1696548461914, 514.6800537109375, 139.23362731933594]]",Processed successfully
253794.pdf,Success,"[379, 540, 0, 168]","[[379.43951416015625, 111.57087707519531, 503.5808410644531, 144.010009765625]]",Processed successfully
253808.pdf,Success,"[360, 541, 0, 168]","[[376.9762878417969, 123.5566177368164, 402.2763977050781, 167.45333862304688]]",Processed successfully
253875.pdf,Success,"[376, 543, 0, 166]","[[380.4591064453125, 107.12002563476562, 500.6756591796875, 133.8863067626953], [377.54046630859375, 134.11888122558594, 492.5152282714844, 165.61534118652344]]",Processed successfully
253919.pdf,Success,"[374, 612, 0, 148]","[[398.8500061035156, 107.92762756347656, 569.0686645507812, 139.03216552734375]]",Processed successfully
253937.pdf,Success,"[372, 544, 0, 165]","[[375.0917663574219, 104.83216094970703, 510.5647888183594, 138.62648010253906], [375.2059326171875, 148.75013732910156, 400.34246826171875, 165.0923309326172]]",Processed successfully
253949.pdf,Success,"[319, 548, 0, 179]","[[380.9106750488281, 18.84671974182129, 541.2554931640625, 138.46388244628906], [485.7646484375, 3.0911154747009277, 533.4405517578125, 41.4465446472168]]",Processed successfully
254054.pdf,Success,"[367, 546, 0, 169]","[[390.7005310058594, 94.68566131591797, 495.870849609375, 141.58433532714844]]",Processed successfully
254113.pdf,Success,"[378, 543, 0, 169]","[[392.6190490722656, 113.1493148803711, 463.9957275390625, 133.8042755126953]]",Processed successfully
254114.pdf,Success,"[362, 539, 0, 168]","[[376.7847900390625, 109.5183334350586, 488.73443603515625, 141.0265350341797], [362.7435607910156, 147.38662719726562, 370.8216247558594, 154.06796264648438]]",Processed successfully
